"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"16/03/2025 13:15:00 - 16/03/2025 13:30:00","BZN|DE-LU","Sequence Sequence 1","0.19","",""
"16/03/2025 13:15:00 - 16/03/2025 13:30:00","BZN|DE-LU","Sequence Sequence 2","0.09","",""
"16/03/2025 13:30:00 - 16/03/2025 13:45:00","BZN|DE-LU","Sequence Sequence 1","0.19","",""
"16/03/2025 13:30:00 - 16/03/2025 13:45:00","BZN|DE-LU","Sequence Sequence 2","33.50","",""
"16/03/2025 13:45:00 - 16/03/2025 14:00:00","BZN|DE-LU","Sequence Sequence 1","0.19","",""
"16/03/2025 13:45:00 - 16/03/2025 14:00:00","BZN|DE-LU","Sequence Sequence 2","30.93","",""
"16/03/2025 14:00:00 - 16/03/2025 14:15:00","BZN|DE-LU","Sequence Sequence 1","2.53","",""
"16/03/2025 14:00:00 - 16/03/2025 14:15:00","BZN|DE-LU","Sequence Sequence 2","-9.95","",""
"16/03/2025 14:15:00 - 16/03/2025 14:30:00","BZN|DE-LU","Sequence Sequence 1","2.53","",""
"16/03/2025 14:15:00 - 16/03/2025 14:30:00","BZN|DE-LU","Sequence Sequence 2","8.95","",""
"16/03/2025 14:30:00 - 16/03/2025 14:45:00","BZN|DE-LU","Sequence Sequence 1","2.53","",""
"16/03/2025 14:30:00 - 16/03/2025 14:45:00","BZN|DE-LU","Sequence Sequence 2","42.50","",""
"16/03/2025 14:45:00 - 16/03/2025 15:00:00","BZN|DE-LU","Sequence Sequence 1","2.53","",""
"16/03/2025 14:45:00 - 16/03/2025 15:00:00","BZN|DE-LU","Sequence Sequence 2","64.50","",""
"16/03/2025 15:00:00 - 16/03/2025 15:15:00","BZN|DE-LU","Sequence Sequence 1","31.00","",""
"16/03/2025 15:00:00 - 16/03/2025 15:15:00","BZN|DE-LU","Sequence Sequence 2","1.60","",""
"16/03/2025 15:15:00 - 16/03/2025 15:30:00","BZN|DE-LU","Sequence Sequence 1","31.00","",""
"16/03/2025 15:15:00 - 16/03/2025 15:30:00","BZN|DE-LU","Sequence Sequence 2","35.44","",""
"16/03/2025 15:30:00 - 16/03/2025 15:45:00","BZN|DE-LU","Sequence Sequence 1","31.00","",""
"16/03/2025 15:30:00 - 16/03/2025 15:45:00","BZN|DE-LU","Sequence Sequence 2","62.60","",""
"16/03/2025 15:45:00 - 16/03/2025 16:00:00","BZN|DE-LU","Sequence Sequence 1","31.00","",""
"16/03/2025 15:45:00 - 16/03/2025 16:00:00","BZN|DE-LU","Sequence Sequence 2","88.80","",""
"16/03/2025 16:00:00 - 16/03/2025 16:15:00","BZN|DE-LU","Sequence Sequence 1","71.11","",""
"16/03/2025 16:00:00 - 16/03/2025 16:15:00","BZN|DE-LU","Sequence Sequence 2","23.60","",""
"16/03/2025 16:15:00 - 16/03/2025 16:30:00","BZN|DE-LU","Sequence Sequence 1","71.11","",""
"16/03/2025 16:15:00 - 16/03/2025 16:30:00","BZN|DE-LU","Sequence Sequence 2","63.96","",""
"16/03/2025 16:30:00 - 16/03/2025 16:45:00","BZN|DE-LU","Sequence Sequence 1","71.11","",""
"16/03/2025 16:30:00 - 16/03/2025 16:45:00","BZN|DE-LU","Sequence Sequence 2","97.30","",""
"16/03/2025 16:45:00 - 16/03/2025 17:00:00","BZN|DE-LU","Sequence Sequence 1","71.11","",""
"16/03/2025 16:45:00 - 16/03/2025 17:00:00","BZN|DE-LU","Sequence Sequence 2","132.70","",""
"16/03/2025 17:00:00 - 16/03/2025 17:15:00","BZN|DE-LU","Sequence Sequence 1","116.81","",""
"16/03/2025 17:00:00 - 16/03/2025 17:15:00","BZN|DE-LU","Sequence Sequence 2","47.40","",""
"16/03/2025 17:15:00 - 16/03/2025 17:30:00","BZN|DE-LU","Sequence Sequence 1","116.81","",""
"16/03/2025 17:15:00 - 16/03/2025 17:30:00","BZN|DE-LU","Sequence Sequence 2","93.60","",""
"16/03/2025 17:30:00 - 16/03/2025 17:45:00","BZN|DE-LU","Sequence Sequence 1","116.81","",""
"16/03/2025 17:30:00 - 16/03/2025 17:45:00","BZN|DE-LU","Sequence Sequence 2","121.60","",""
"16/03/2025 17:45:00 - 16/03/2025 18:00:00","BZN|DE-LU","Sequence Sequence 1","116.81","",""
"16/03/2025 17:45:00 - 16/03/2025 18:00:00","BZN|DE-LU","Sequence Sequence 2","167.20","",""
"16/03/2025 18:00:00 - 16/03/2025 18:15:00","BZN|DE-LU","Sequence Sequence 1","130.84","",""
"16/03/2025 18:00:00 - 16/03/2025 18:15:00","BZN|DE-LU","Sequence Sequence 2","109.40","",""
"16/03/2025 18:15:00 - 16/03/2025 18:30:00","BZN|DE-LU","Sequence Sequence 1","130.84","",""
"16/03/2025 18:15:00 - 16/03/2025 18:30:00","BZN|DE-LU","Sequence Sequence 2","118.90","",""
"16/03/2025 18:30:00 - 16/03/2025 18:45:00","BZN|DE-LU","Sequence Sequence 1","130.84","",""
"16/03/2025 18:30:00 - 16/03/2025 18:45:00","BZN|DE-LU","Sequence Sequence 2","134.40","",""
"16/03/2025 18:45:00 - 16/03/2025 19:00:00","BZN|DE-LU","Sequence Sequence 1","130.84","",""
"16/03/2025 18:45:00 - 16/03/2025 19:00:00","BZN|DE-LU","Sequence Sequence 2","145.25","",""
"16/03/2025 19:00:00 - 16/03/2025 19:15:00","BZN|DE-LU","Sequence Sequence 1","140.00","",""
"16/03/2025 19:00:00 - 16/03/2025 19:15:00","BZN|DE-LU","Sequence Sequence 2","158.90","",""
"16/03/2025 19:15:00 - 16/03/2025 19:30:00","BZN|DE-LU","Sequence Sequence 1","140.00","",""
"16/03/2025 19:15:00 - 16/03/2025 19:30:00","BZN|DE-LU","Sequence Sequence 2","130.20","",""
"16/03/2025 19:30:00 - 16/03/2025 19:45:00","BZN|DE-LU","Sequence Sequence 1","140.00","",""
"16/03/2025 19:30:00 - 16/03/2025 19:45:00","BZN|DE-LU","Sequence Sequence 2","117.20","",""
"16/03/2025 19:45:00 - 16/03/2025 20:00:00","BZN|DE-LU","Sequence Sequence 1","140.00","",""
"16/03/2025 19:45:00 - 16/03/2025 20:00:00","BZN|DE-LU","Sequence Sequence 2","110.49","",""
"16/03/2025 20:00:00 - 16/03/2025 20:15:00","BZN|DE-LU","Sequence Sequence 1","125.28","",""
"16/03/2025 20:00:00 - 16/03/2025 20:15:00","BZN|DE-LU","Sequence Sequence 2","149.60","",""
"16/03/2025 20:15:00 - 16/03/2025 20:30:00","BZN|DE-LU","Sequence Sequence 1","125.28","",""
"16/03/2025 20:15:00 - 16/03/2025 20:30:00","BZN|DE-LU","Sequence Sequence 2","122.70","",""
"16/03/2025 20:30:00 - 16/03/2025 20:45:00","BZN|DE-LU","Sequence Sequence 1","125.28","",""
"16/03/2025 20:30:00 - 16/03/2025 20:45:00","BZN|DE-LU","Sequence Sequence 2","106.56","",""
"16/03/2025 20:45:00 - 16/03/2025 21:00:00","BZN|DE-LU","Sequence Sequence 1","125.28","",""
"16/03/2025 20:45:00 - 16/03/2025 21:00:00","BZN|DE-LU","Sequence Sequence 2","94.31","",""
"16/03/2025 21:00:00 - 16/03/2025 21:15:00","BZN|DE-LU","Sequence Sequence 1","107.73","",""
"16/03/2025 21:00:00 - 16/03/2025 21:15:00","BZN|DE-LU","Sequence Sequence 2","121.50","",""
"16/03/2025 21:15:00 - 16/03/2025 21:30:00","BZN|DE-LU","Sequence Sequence 1","107.73","",""
"16/03/2025 21:15:00 - 16/03/2025 21:30:00","BZN|DE-LU","Sequence Sequence 2","114.00","",""
"16/03/2025 21:30:00 - 16/03/2025 21:45:00","BZN|DE-LU","Sequence Sequence 1","107.73","",""
"16/03/2025 21:30:00 - 16/03/2025 21:45:00","BZN|DE-LU","Sequence Sequence 2","98.94","",""
"16/03/2025 21:45:00 - 16/03/2025 22:00:00","BZN|DE-LU","Sequence Sequence 1","107.73","",""
"16/03/2025 21:45:00 - 16/03/2025 22:00:00","BZN|DE-LU","Sequence Sequence 2","84.70","",""
"16/03/2025 22:00:00 - 16/03/2025 22:15:00","BZN|DE-LU","Sequence Sequence 1","100.80","",""
"16/03/2025 22:00:00 - 16/03/2025 22:15:00","BZN|DE-LU","Sequence Sequence 2","110.90","",""
"16/03/2025 22:15:00 - 16/03/2025 22:30:00","BZN|DE-LU","Sequence Sequence 1","100.80","",""
"16/03/2025 22:15:00 - 16/03/2025 22:30:00","BZN|DE-LU","Sequence Sequence 2","109.70","",""
"16/03/2025 22:30:00 - 16/03/2025 22:45:00","BZN|DE-LU","Sequence Sequence 1","100.80","",""
"16/03/2025 22:30:00 - 16/03/2025 22:45:00","BZN|DE-LU","Sequence Sequence 2","102.40","",""
"16/03/2025 22:45:00 - 16/03/2025 23:00:00","BZN|DE-LU","Sequence Sequence 1","100.80","",""
"16/03/2025 22:45:00 - 16/03/2025 23:00:00","BZN|DE-LU","Sequence Sequence 2","93.30","",""
"16/03/2025 23:00:00 - 16/03/2025 23:15:00","BZN|DE-LU","Sequence Sequence 1","79.71","",""
"16/03/2025 23:00:00 - 16/03/2025 23:15:00","BZN|DE-LU","Sequence Sequence 2","113.70","",""
"16/03/2025 23:15:00 - 16/03/2025 23:30:00","BZN|DE-LU","Sequence Sequence 1","79.71","",""
"16/03/2025 23:15:00 - 16/03/2025 23:30:00","BZN|DE-LU","Sequence Sequence 2","103.20","",""
"16/03/2025 23:30:00 - 16/03/2025 23:45:00","BZN|DE-LU","Sequence Sequence 1","79.71","",""
"16/03/2025 23:30:00 - 16/03/2025 23:45:00","BZN|DE-LU","Sequence Sequence 2","86.73","",""
"16/03/2025 23:45:00 - 17/03/2025 00:00:00","BZN|DE-LU","Sequence Sequence 1","79.71","",""
"16/03/2025 23:45:00 - 17/03/2025 00:00:00","BZN|DE-LU","Sequence Sequence 2","74.10","",""
"17/03/2025 00:00:00 - 17/03/2025 00:15:00","BZN|DE-LU","Sequence Sequence 1","78.10","",""
"17/03/2025 00:00:00 - 17/03/2025 00:15:00","BZN|DE-LU","Sequence Sequence 2","104.00","",""
"17/03/2025 00:15:00 - 17/03/2025 00:30:00","BZN|DE-LU","Sequence Sequence 1","78.10","",""
"17/03/2025 00:15:00 - 17/03/2025 00:30:00","BZN|DE-LU","Sequence Sequence 2","95.50","",""
"17/03/2025 00:30:00 - 17/03/2025 00:45:00","BZN|DE-LU","Sequence Sequence 1","78.10","",""
"17/03/2025 00:30:00 - 17/03/2025 00:45:00","BZN|DE-LU","Sequence Sequence 2","80.29","",""
"17/03/2025 00:45:00 - 17/03/2025 01:00:00","BZN|DE-LU","Sequence Sequence 1","78.10","",""
"17/03/2025 00:45:00 - 17/03/2025 01:00:00","BZN|DE-LU","Sequence Sequence 2","73.39","",""
"17/03/2025 01:00:00 - 17/03/2025 01:15:00","BZN|DE-LU","Sequence Sequence 1","79.01","",""
"17/03/2025 01:00:00 - 17/03/2025 01:15:00","BZN|DE-LU","Sequence Sequence 2","86.70","",""
"17/03/2025 01:15:00 - 17/03/2025 01:30:00","BZN|DE-LU","Sequence Sequence 1","79.01","",""
"17/03/2025 01:15:00 - 17/03/2025 01:30:00","BZN|DE-LU","Sequence Sequence 2","88.30","",""
"17/03/2025 01:30:00 - 17/03/2025 01:45:00","BZN|DE-LU","Sequence Sequence 1","79.01","",""
"17/03/2025 01:30:00 - 17/03/2025 01:45:00","BZN|DE-LU","Sequence Sequence 2","86.60","",""
"17/03/2025 01:45:00 - 17/03/2025 02:00:00","BZN|DE-LU","Sequence Sequence 1","79.01","",""
"17/03/2025 01:45:00 - 17/03/2025 02:00:00","BZN|DE-LU","Sequence Sequence 2","82.90","",""
"17/03/2025 02:00:00 - 17/03/2025 02:15:00","BZN|DE-LU","Sequence Sequence 1","78.79","",""
"17/03/2025 02:00:00 - 17/03/2025 02:15:00","BZN|DE-LU","Sequence Sequence 2","86.59","",""
"17/03/2025 02:15:00 - 17/03/2025 02:30:00","BZN|DE-LU","Sequence Sequence 1","78.79","",""
"17/03/2025 02:15:00 - 17/03/2025 02:30:00","BZN|DE-LU","Sequence Sequence 2","80.41","",""
"17/03/2025 02:30:00 - 17/03/2025 02:45:00","BZN|DE-LU","Sequence Sequence 1","78.79","",""
"17/03/2025 02:30:00 - 17/03/2025 02:45:00","BZN|DE-LU","Sequence Sequence 2","85.80","",""
"17/03/2025 02:45:00 - 17/03/2025 03:00:00","BZN|DE-LU","Sequence Sequence 1","78.79","",""
"17/03/2025 02:45:00 - 17/03/2025 03:00:00","BZN|DE-LU","Sequence Sequence 2","84.80","",""
"17/03/2025 03:00:00 - 17/03/2025 03:15:00","BZN|DE-LU","Sequence Sequence 1","80.91","",""
"17/03/2025 03:00:00 - 17/03/2025 03:15:00","BZN|DE-LU","Sequence Sequence 2","84.90","",""
"17/03/2025 03:15:00 - 17/03/2025 03:30:00","BZN|DE-LU","Sequence Sequence 1","80.91","",""
"17/03/2025 03:15:00 - 17/03/2025 03:30:00","BZN|DE-LU","Sequence Sequence 2","84.20","",""
"17/03/2025 03:30:00 - 17/03/2025 03:45:00","BZN|DE-LU","Sequence Sequence 1","80.91","",""
"17/03/2025 03:30:00 - 17/03/2025 03:45:00","BZN|DE-LU","Sequence Sequence 2","86.10","",""
"17/03/2025 03:45:00 - 17/03/2025 04:00:00","BZN|DE-LU","Sequence Sequence 1","80.91","",""
"17/03/2025 03:45:00 - 17/03/2025 04:00:00","BZN|DE-LU","Sequence Sequence 2","90.66","",""
"17/03/2025 04:00:00 - 17/03/2025 04:15:00","BZN|DE-LU","Sequence Sequence 1","85.85","",""
"17/03/2025 04:00:00 - 17/03/2025 04:15:00","BZN|DE-LU","Sequence Sequence 2","79.20","",""
"17/03/2025 04:15:00 - 17/03/2025 04:30:00","BZN|DE-LU","Sequence Sequence 1","85.85","",""
"17/03/2025 04:15:00 - 17/03/2025 04:30:00","BZN|DE-LU","Sequence Sequence 2","82.40","",""
"17/03/2025 04:30:00 - 17/03/2025 04:45:00","BZN|DE-LU","Sequence Sequence 1","85.85","",""
"17/03/2025 04:30:00 - 17/03/2025 04:45:00","BZN|DE-LU","Sequence Sequence 2","102.29","",""
"17/03/2025 04:45:00 - 17/03/2025 05:00:00","BZN|DE-LU","Sequence Sequence 1","85.85","",""
"17/03/2025 04:45:00 - 17/03/2025 05:00:00","BZN|DE-LU","Sequence Sequence 2","97.30","",""
"17/03/2025 05:00:00 - 17/03/2025 05:15:00","BZN|DE-LU","Sequence Sequence 1","103.30","",""
"17/03/2025 05:00:00 - 17/03/2025 05:15:00","BZN|DE-LU","Sequence Sequence 2","73.70","",""
"17/03/2025 05:15:00 - 17/03/2025 05:30:00","BZN|DE-LU","Sequence Sequence 1","103.30","",""
"17/03/2025 05:15:00 - 17/03/2025 05:30:00","BZN|DE-LU","Sequence Sequence 2","106.48","",""
"17/03/2025 05:30:00 - 17/03/2025 05:45:00","BZN|DE-LU","Sequence Sequence 1","103.30","",""
"17/03/2025 05:30:00 - 17/03/2025 05:45:00","BZN|DE-LU","Sequence Sequence 2","104.90","",""
"17/03/2025 05:45:00 - 17/03/2025 06:00:00","BZN|DE-LU","Sequence Sequence 1","103.30","",""
"17/03/2025 05:45:00 - 17/03/2025 06:00:00","BZN|DE-LU","Sequence Sequence 2","121.30","",""
"17/03/2025 06:00:00 - 17/03/2025 06:15:00","BZN|DE-LU","Sequence Sequence 1","135.18","",""
"17/03/2025 06:00:00 - 17/03/2025 06:15:00","BZN|DE-LU","Sequence Sequence 2","73.20","",""
"17/03/2025 06:15:00 - 17/03/2025 06:30:00","BZN|DE-LU","Sequence Sequence 1","135.18","",""
"17/03/2025 06:15:00 - 17/03/2025 06:30:00","BZN|DE-LU","Sequence Sequence 2","102.40","",""
"17/03/2025 06:30:00 - 17/03/2025 06:45:00","BZN|DE-LU","Sequence Sequence 1","135.18","",""
"17/03/2025 06:30:00 - 17/03/2025 06:45:00","BZN|DE-LU","Sequence Sequence 2","147.25","",""
"17/03/2025 06:45:00 - 17/03/2025 07:00:00","BZN|DE-LU","Sequence Sequence 1","135.18","",""
"17/03/2025 06:45:00 - 17/03/2025 07:00:00","BZN|DE-LU","Sequence Sequence 2","169.92","",""
"17/03/2025 07:00:00 - 17/03/2025 07:15:00","BZN|DE-LU","Sequence Sequence 1","152.87","",""
"17/03/2025 07:00:00 - 17/03/2025 07:15:00","BZN|DE-LU","Sequence Sequence 2","162.43","",""
"17/03/2025 07:15:00 - 17/03/2025 07:30:00","BZN|DE-LU","Sequence Sequence 1","152.87","",""
"17/03/2025 07:15:00 - 17/03/2025 07:30:00","BZN|DE-LU","Sequence Sequence 2","157.42","",""
"17/03/2025 07:30:00 - 17/03/2025 07:45:00","BZN|DE-LU","Sequence Sequence 1","152.87","",""
"17/03/2025 07:30:00 - 17/03/2025 07:45:00","BZN|DE-LU","Sequence Sequence 2","136.89","",""
"17/03/2025 07:45:00 - 17/03/2025 08:00:00","BZN|DE-LU","Sequence Sequence 1","152.87","",""
"17/03/2025 07:45:00 - 17/03/2025 08:00:00","BZN|DE-LU","Sequence Sequence 2","121.80","",""
"17/03/2025 08:00:00 - 17/03/2025 08:15:00","BZN|DE-LU","Sequence Sequence 1","135.24","",""
"17/03/2025 08:00:00 - 17/03/2025 08:15:00","BZN|DE-LU","Sequence Sequence 2","171.99","",""
"17/03/2025 08:15:00 - 17/03/2025 08:30:00","BZN|DE-LU","Sequence Sequence 1","135.24","",""
"17/03/2025 08:15:00 - 17/03/2025 08:30:00","BZN|DE-LU","Sequence Sequence 2","130.60","",""
"17/03/2025 08:30:00 - 17/03/2025 08:45:00","BZN|DE-LU","Sequence Sequence 1","135.24","",""
"17/03/2025 08:30:00 - 17/03/2025 08:45:00","BZN|DE-LU","Sequence Sequence 2","115.50","",""
"17/03/2025 08:45:00 - 17/03/2025 09:00:00","BZN|DE-LU","Sequence Sequence 1","135.24","",""
"17/03/2025 08:45:00 - 17/03/2025 09:00:00","BZN|DE-LU","Sequence Sequence 2","94.70","",""
"17/03/2025 09:00:00 - 17/03/2025 09:15:00","BZN|DE-LU","Sequence Sequence 1","100.73","",""
"17/03/2025 09:00:00 - 17/03/2025 09:15:00","BZN|DE-LU","Sequence Sequence 2","143.40","",""
"17/03/2025 09:15:00 - 17/03/2025 09:30:00","BZN|DE-LU","Sequence Sequence 1","100.73","",""
"17/03/2025 09:15:00 - 17/03/2025 09:30:00","BZN|DE-LU","Sequence Sequence 2","112.60","",""
"17/03/2025 09:30:00 - 17/03/2025 09:45:00","BZN|DE-LU","Sequence Sequence 1","100.73","",""
"17/03/2025 09:30:00 - 17/03/2025 09:45:00","BZN|DE-LU","Sequence Sequence 2","83.80","",""
"17/03/2025 09:45:00 - 17/03/2025 10:00:00","BZN|DE-LU","Sequence Sequence 1","100.73","",""
"17/03/2025 09:45:00 - 17/03/2025 10:00:00","BZN|DE-LU","Sequence Sequence 2","53.00","",""
"17/03/2025 10:00:00 - 17/03/2025 10:15:00","BZN|DE-LU","Sequence Sequence 1","68.21","",""
"17/03/2025 10:00:00 - 17/03/2025 10:15:00","BZN|DE-LU","Sequence Sequence 2","108.50","",""
"17/03/2025 10:15:00 - 17/03/2025 10:30:00","BZN|DE-LU","Sequence Sequence 1","68.21","",""
"17/03/2025 10:15:00 - 17/03/2025 10:30:00","BZN|DE-LU","Sequence Sequence 2","84.60","",""
"17/03/2025 10:30:00 - 17/03/2025 10:45:00","BZN|DE-LU","Sequence Sequence 1","68.21","",""
"17/03/2025 10:30:00 - 17/03/2025 10:45:00","BZN|DE-LU","Sequence Sequence 2","58.39","",""
"17/03/2025 10:45:00 - 17/03/2025 11:00:00","BZN|DE-LU","Sequence Sequence 1","68.21","",""
"17/03/2025 10:45:00 - 17/03/2025 11:00:00","BZN|DE-LU","Sequence Sequence 2","32.55","",""
"17/03/2025 11:00:00 - 17/03/2025 11:15:00","BZN|DE-LU","Sequence Sequence 1","50.56","",""
"17/03/2025 11:00:00 - 17/03/2025 11:15:00","BZN|DE-LU","Sequence Sequence 2","89.62","",""
"17/03/2025 11:15:00 - 17/03/2025 11:30:00","BZN|DE-LU","Sequence Sequence 1","50.56","",""
"17/03/2025 11:15:00 - 17/03/2025 11:30:00","BZN|DE-LU","Sequence Sequence 2","61.00","",""
"17/03/2025 11:30:00 - 17/03/2025 11:45:00","BZN|DE-LU","Sequence Sequence 1","50.56","",""
"17/03/2025 11:30:00 - 17/03/2025 11:45:00","BZN|DE-LU","Sequence Sequence 2","49.70","",""
"17/03/2025 11:45:00 - 17/03/2025 12:00:00","BZN|DE-LU","Sequence Sequence 1","50.56","",""
"17/03/2025 11:45:00 - 17/03/2025 12:00:00","BZN|DE-LU","Sequence Sequence 2","33.40","",""
"17/03/2025 12:00:00 - 17/03/2025 12:15:00","BZN|DE-LU","Sequence Sequence 1","31.17","",""
"17/03/2025 12:00:00 - 17/03/2025 12:15:00","BZN|DE-LU","Sequence Sequence 2","40.72","",""
"17/03/2025 12:15:00 - 17/03/2025 12:30:00","BZN|DE-LU","Sequence Sequence 1","31.17","",""
"17/03/2025 12:15:00 - 17/03/2025 12:30:00","BZN|DE-LU","Sequence Sequence 2","35.09","",""
"17/03/2025 12:30:00 - 17/03/2025 12:45:00","BZN|DE-LU","Sequence Sequence 1","31.17","",""
"17/03/2025 12:30:00 - 17/03/2025 12:45:00","BZN|DE-LU","Sequence Sequence 2","45.20","",""
"17/03/2025 12:45:00 - 17/03/2025 13:00:00","BZN|DE-LU","Sequence Sequence 1","31.17","",""
"17/03/2025 12:45:00 - 17/03/2025 13:00:00","BZN|DE-LU","Sequence Sequence 2","35.08","",""
"17/03/2025 13:00:00 - 17/03/2025 13:15:00","BZN|DE-LU","Sequence Sequence 1","27.95","",""
"17/03/2025 13:00:00 - 17/03/2025 13:15:00","BZN|DE-LU","Sequence Sequence 2","27.57","",""
"17/03/2025 13:15:00 - 17/03/2025 13:30:00","BZN|DE-LU","Sequence Sequence 1","27.95","",""
"17/03/2025 13:15:00 - 17/03/2025 13:30:00","BZN|DE-LU","Sequence Sequence 2","30.06","",""
"17/03/2025 13:30:00 - 17/03/2025 13:45:00","BZN|DE-LU","Sequence Sequence 1","27.95","",""
"17/03/2025 13:30:00 - 17/03/2025 13:45:00","BZN|DE-LU","Sequence Sequence 2","37.38","",""
"17/03/2025 13:45:00 - 17/03/2025 14:00:00","BZN|DE-LU","Sequence Sequence 1","27.95","",""
"17/03/2025 13:45:00 - 17/03/2025 14:00:00","BZN|DE-LU","Sequence Sequence 2","50.20","",""
"17/03/2025 14:00:00 - 17/03/2025 14:15:00","BZN|DE-LU","Sequence Sequence 1","50.14","",""
"17/03/2025 14:00:00 - 17/03/2025 14:15:00","BZN|DE-LU","Sequence Sequence 2","22.50","",""
"17/03/2025 14:15:00 - 17/03/2025 14:30:00","BZN|DE-LU","Sequence Sequence 1","50.14","",""
"17/03/2025 14:15:00 - 17/03/2025 14:30:00","BZN|DE-LU","Sequence Sequence 2","37.54","",""
"17/03/2025 14:30:00 - 17/03/2025 14:45:00","BZN|DE-LU","Sequence Sequence 1","50.14","",""
"17/03/2025 14:30:00 - 17/03/2025 14:45:00","BZN|DE-LU","Sequence Sequence 2","55.23","",""
"17/03/2025 14:45:00 - 17/03/2025 15:00:00","BZN|DE-LU","Sequence Sequence 1","50.14","",""
"17/03/2025 14:45:00 - 17/03/2025 15:00:00","BZN|DE-LU","Sequence Sequence 2","92.90","",""
"17/03/2025 15:00:00 - 17/03/2025 15:15:00","BZN|DE-LU","Sequence Sequence 1","70.01","",""
"17/03/2025 15:00:00 - 17/03/2025 15:15:00","BZN|DE-LU","Sequence Sequence 2","34.80","",""
"17/03/2025 15:15:00 - 17/03/2025 15:30:00","BZN|DE-LU","Sequence Sequence 1","70.01","",""
"17/03/2025 15:15:00 - 17/03/2025 15:30:00","BZN|DE-LU","Sequence Sequence 2","66.10","",""
"17/03/2025 15:30:00 - 17/03/2025 15:45:00","BZN|DE-LU","Sequence Sequence 1","70.01","",""
"17/03/2025 15:30:00 - 17/03/2025 15:45:00","BZN|DE-LU","Sequence Sequence 2","83.30","",""
"17/03/2025 15:45:00 - 17/03/2025 16:00:00","BZN|DE-LU","Sequence Sequence 1","70.01","",""
"17/03/2025 15:45:00 - 17/03/2025 16:00:00","BZN|DE-LU","Sequence Sequence 2","106.40","",""
"17/03/2025 16:00:00 - 17/03/2025 16:15:00","BZN|DE-LU","Sequence Sequence 1","98.55","",""
"17/03/2025 16:00:00 - 17/03/2025 16:15:00","BZN|DE-LU","Sequence Sequence 2","51.36","",""
"17/03/2025 16:15:00 - 17/03/2025 16:30:00","BZN|DE-LU","Sequence Sequence 1","98.55","",""
"17/03/2025 16:15:00 - 17/03/2025 16:30:00","BZN|DE-LU","Sequence Sequence 2","81.50","",""
"17/03/2025 16:30:00 - 17/03/2025 16:45:00","BZN|DE-LU","Sequence Sequence 1","98.55","",""
"17/03/2025 16:30:00 - 17/03/2025 16:45:00","BZN|DE-LU","Sequence Sequence 2","112.10","",""
"17/03/2025 16:45:00 - 17/03/2025 17:00:00","BZN|DE-LU","Sequence Sequence 1","98.55","",""
"17/03/2025 16:45:00 - 17/03/2025 17:00:00","BZN|DE-LU","Sequence Sequence 2","157.40","",""
"17/03/2025 17:00:00 - 17/03/2025 17:15:00","BZN|DE-LU","Sequence Sequence 1","143.05","",""
"17/03/2025 17:00:00 - 17/03/2025 17:15:00","BZN|DE-LU","Sequence Sequence 2","59.20","",""
"17/03/2025 17:15:00 - 17/03/2025 17:30:00","BZN|DE-LU","Sequence Sequence 1","143.05","",""
"17/03/2025 17:15:00 - 17/03/2025 17:30:00","BZN|DE-LU","Sequence Sequence 2","107.10","",""
"17/03/2025 17:30:00 - 17/03/2025 17:45:00","BZN|DE-LU","Sequence Sequence 1","143.05","",""
"17/03/2025 17:30:00 - 17/03/2025 17:45:00","BZN|DE-LU","Sequence Sequence 2","149.98","",""
"17/03/2025 17:45:00 - 17/03/2025 18:00:00","BZN|DE-LU","Sequence Sequence 1","143.05","",""
"17/03/2025 17:45:00 - 17/03/2025 18:00:00","BZN|DE-LU","Sequence Sequence 2","227.00","",""
"17/03/2025 18:00:00 - 17/03/2025 18:15:00","BZN|DE-LU","Sequence Sequence 1","177.33","",""
"17/03/2025 18:00:00 - 17/03/2025 18:15:00","BZN|DE-LU","Sequence Sequence 2","137.80","",""
"17/03/2025 18:15:00 - 17/03/2025 18:30:00","BZN|DE-LU","Sequence Sequence 1","177.33","",""
"17/03/2025 18:15:00 - 17/03/2025 18:30:00","BZN|DE-LU","Sequence Sequence 2","148.30","",""
"17/03/2025 18:30:00 - 17/03/2025 18:45:00","BZN|DE-LU","Sequence Sequence 1","177.33","",""
"17/03/2025 18:30:00 - 17/03/2025 18:45:00","BZN|DE-LU","Sequence Sequence 2","173.70","",""
"17/03/2025 18:45:00 - 17/03/2025 19:00:00","BZN|DE-LU","Sequence Sequence 1","177.33","",""
"17/03/2025 18:45:00 - 17/03/2025 19:00:00","BZN|DE-LU","Sequence Sequence 2","184.60","",""
"17/03/2025 19:00:00 - 17/03/2025 19:15:00","BZN|DE-LU","Sequence Sequence 1","170.00","",""
"17/03/2025 19:00:00 - 17/03/2025 19:15:00","BZN|DE-LU","Sequence Sequence 2","207.00","",""
"17/03/2025 19:15:00 - 17/03/2025 19:30:00","BZN|DE-LU","Sequence Sequence 1","170.00","",""
"17/03/2025 19:15:00 - 17/03/2025 19:30:00","BZN|DE-LU","Sequence Sequence 2","160.90","",""
"17/03/2025 19:30:00 - 17/03/2025 19:45:00","BZN|DE-LU","Sequence Sequence 1","170.00","",""
"17/03/2025 19:30:00 - 17/03/2025 19:45:00","BZN|DE-LU","Sequence Sequence 2","155.10","",""
